Date,Trips over the past 24-hours (midnight to 11:59pm),Cumulative trips (since launch):,,Miles traveled today (midnight to 11:59 pm),Miles traveled to date:,Total Annual Members (All Time),24-Hour Passes Purchased (midnight to 11:59 pm),3-Day Passes Purchased (midnight to 11:59 pm),7-Day Passes Purchased (midnight to 11:59 pm)
8/10/2017,66245,48423966,0,151415,97212400,235457,1834,,262
8/11/2017,63134,48487100,0,147098,97359498,235623,2360,,358
8/12/2017,60531,48547631,0,173581,97533079,235890,5409,,405
8/13/2017,57511,48605142,0,162040,97695119,236098,4755,,337
8/14/2017,61460,48666602,0,139535,97834654,236328,1816,,294
8/15/2017,52460,48719062,0,105695,97940349,236504,948,,125
8/16/2017,68434,48787496,0,159032,98099381,236681,1905,,251
8/17/2017,66654,48854150,0,156810,98256191,236872,2087,,261
8/18/2017,36619,48890769,0,90704,98346895,236984,840,,124
8/19/2017,62440,48953209,0,186037,98532932,237324,5992,,461
8/20/2017,55438,49008647,0,147379,98680311,237518,4218,,313
8/21/2017,61055,49069702,0,138059,98818370,237710,1832,,277
8/22/2017,60541,49130243,0,133409,98951779,237878,1477,,260
8/23/2017,65069,49195312,0,141360,99093139,238057,1712,,219
8/24/2017,66306,49261618,0,151449,99244588,238257,1820,,315
8/25/2017,64217,49325835,0,156344,99400932,238406,2316,,325
8/26/2017,50111,49375946,0,132832,99533764,238546,3621,,214
8/27/2017,54594,49430540,0,145524,99679288,238771,4135,,278
8/28/2017,60885,49491425,0,133126,99812414,239016,1616,,272
8/29/2017,35151,49526576,0,67448,99879862,239163,424,,104
8/30/2017,65328,49591904,0,147325,100027187,239347,1760,,309
8/31/2017,64881,49656785,0,144852,100172039,239519,1727,,260
9/1/2017,54881,49711666,0,129382,100301421,239653,1775,,294
9/2/2017,37810,49749476,0,107949,100409370,239785,3359,,420
9/3/2017,30955,49780431,0,83988,100493358,239906,2394,,175
9/4/2017,55284,49835715,0,164623,100657981,240126,5298,,362
9/5/2017,65443,49901158,0,140362,100798343,240378,1607,,265
9/6/2017,42318,49943476,0,86395,100884738,240541,445,,90
9/7/2017,69571,50013047,0,148669,101033407,240750,1542,,356
9/8/2017,69616,50082663,0,154397,101187804,240903,1976,,322
9/9/2017,60187,50142850,0,150847,101338651,241108,4196,,272
9/10/2017,60750,50203600,0,154588,101493239,241329,4056,,301
9/11/2017,71964,50275564,0,166177,101659416,241563,1992,,276
9/12/2017,74623,50350187,0,161263,101820679,241775,1737,,238
9/13/2017,69616,50419803,0,146802,101967481,241991,1471,,199
9/14/2017,72128,50491931,0,150535,102118016,242211,1551,,244
9/15/2017,72361,50564292,0,160138,102278154,242393,2088,,323
9/16/2017,61077,50625369,0,156839,102434993,242552,4304,,297
9/17/2017,60003,50685372,0,156834,102591827,242748,3869,,229
9/18/2017,64207,50749579,0,138078,102729905,242968,1387,,190
9/19/2017,57977,50807556,0,115451,102845356,243128,914,,146
9/20/2017,71222,50878778,0,150377,102995733,243309,1385,,202
9/21/2017,67799,50946577,0,152463,103148196,243503,1690,,191
9/22/2017,70192,51016769,0,163114,103311310,243715,2315,,259
9/23/2017,62748,51079517,0,165582,103476892,243967,4821,,322
9/24/2017,57503,51137020,0,148926,103625818,244277,3681,,176
9/25/2017,69271,51206291,0,156367,103782185,244551,1537,,258
9/26/2017,71566,51277857,0,156779,103938964,244809,1359,,257
9/27/2017,69942,51347799,0,147977,104086941,245051,1268,,200
9/28/2017,70951,51418750,0,148394,104235335,245299,1490,,224
9/29/2017,67246,51485996,0,141709,104377044,245558,1875,,288
9/30/2017,50200,51536196,0,113613,104490657,245923,2694,,214
10/1/2017,55503,51591699,0,139011,104629668,246193,3511,,235
10/2/2017,65509,51657208,0,141748,104771416,246402,1408,,242
10/3/2017,69105,51726313,0,135800,104907216,246566,1258,,194
10/4/2017,71453,51797766,0,150324,105057540,246742,1377,,188
10/5/2017,70173,51867939,0,150437,105207977,246893,1365,,251
10/6/2017,70249,51938188,0,148395,105356372,247025,2104,,383
10/7/2017,63630,52001818,0,153928,105510300,247206,4996,,356
10/8/2017,41039,52042857,0,100790,105611090,247336,2233,,192
10/9/2017,38390,52081247,0,78912,105690002,247453,594,,84
10/10/2017,74117,52155364,0,155978,105845980,247615,2016,,312
10/11/2017,63587,52218951,0,126748,105972728,247767,1146,,161
10/12/2017,61244,52280195,0,123433,106096161,247896,1070,,169
10/13/2017,67016,52347211,0,136608,106232769,248038,1768,,308
10/14/2017,58771,52405982,0,142476,106375245,248167,3680,,347
10/15/2017,56529,52462511,0,137364,106512609,248382,3381,,276
10/16/2017,61729,52524240,0,125800,106638409,248552,997,,192
10/17/2017,64480,52588720,0,122345,106760754,248712,1030,,170
10/18/2017,70233,52658953,0,147842,106908596,248878,1202,,249
10/19/2017,72311,52731264,0,143664,107052260,249016,1491,,274
10/20/2017,72174,52803438,0,157255,107209515,249162,2246,,351
10/21/2017,65872,52869310,0,169402,107378917,249378,5093,,276
10/22/2017,62148,52931458,0,153444,107532361,249596,4596,,200
10/23/2017,69273,53000731,0,143899,107676260,249825,1659,,279
10/24/2017,48077,53048808,0,95599,107771859,249930,466,,82
10/25/2017,71284,53120092,0,142007,107913866,250090,1133,,246
10/26/2017,64002,53184094,0,123419,108037285,250187,973,,191
10/27/2017,69265,53253359,0,139481,108176766,250319,1991,,352
10/28/2017,61345,53314704,0,143571,108320337,250499,4306,,317
10/29/2017,9537,53324241,0,20810,108341147,250556,213,,8
10/30/2017,49246,53373487,0,95502,108436649,250681,771,,121
10/31/2017,60242,53433729,0,115329,108551978,250892,1076,,166
11/1/2017,60772,53494501,0,111304,108663282,250975,717,,125
11/2/2017,70810,53565311,0,144455,108807737,251060,1485,,291
11/3/2017,71817,53637128,0,147055,108954792,251163,2275,,335
11/4/2017,53433,53690561,0,120119,109074911,251269,3086,,243
11/5/2017,34943,53725504,0,76281,109151192,251349,1263,,80
11/6/2017,57606,53783110,0,116318,109267510,251433,1052,,133
11/7/2017,36361,53819471,0,69588,109337098,251487,643,,77
11/8/2017,54211,53873682,0,107852,109444950,251537,597,,95
11/9/2017,58416,53932098,0,113119,109558069,251591,837,,171
11/10/2017,38432,53970530,0,74794,109632863,251614,425,,82
11/11/2017,28142,53998672,0,55350,109688213,251657,832,,64
11/12/2017,32471,54031143,0,73187,109761400,251699,1191,,62
11/13/2017,38752,54069895,0,72112,109833512,251751,314,,47
11/14/2017,52278,54122173,0,95328,109928840,251802,493,,59
11/15/2017,54230,54176403,0,104590,110033430,251842,524,,70
11/16/2017,49737,54226140,0,93532,110126962,251884,521,,74
11/17/2017,48989,54275129,0,93476,110220438,251928,712,,74
11/18/2017,27745,54302874,0,58136,110278574,251965,872,,53
11/19/2017,31597,54334471,0,66078,110344652,252008,1020,,64
11/20/2017,45120,54379591,0,85295,110429947,252041,501,,49
11/21/2017,52448,54432039,0,95288,110525235,252075,960,,69
11/22/2017,32297,54464336,0,69530,110594765,252103,458,,64
11/23/2017,13705,54478041,0,32527,110627292,252115,806,,103
11/24/2017,23723,54501764,0,64012,110691304,252151,1129,,95
11/25/2017,30510,54532274,0,73542,110764846,252184,1995,,85
11/26/2017,27180,54559454,0,60652,110825498,252227,904,,63
11/27/2017,46732,54606186,0,99410,110924908,252277,553,,46
11/28/2017,51166,54657352,0,97329,111022237,252316,455,,58
11/29/2017,55290,54712642,0,107040,111129277,252365,638,,71
11/30/2017,51699,54764341,0,97110,111226387,252414,509,,83
12/1/2017,50708,54815049,0,99868,111326255,252473,695,,123
12/2/2017,38922,54853971,0,83660,111409915,252514,1513,,100
12/3/2017,33728,54887699,0,77915,111487830,252561,1037,,66
12/4/2017,49630,54937329,0,92142,111579972,252618,649,,63
12/5/2017,41792,54979121,0,85008,111664980,252686,381,,57
12/6/2017,46335,55025456,0,87328,111752308,252724,368,,55
12/7/2017,45367,55070823,0,94653,111846961,252761,427,,65
12/8/2017,41330,55112153,0,81217,111928178,252791,443,,58
12/9/2017,10804,55122957,0,20955,111949133,252811,112,,15
12/10/2017,19815,55142772,0,43621,111992754,252830,287,,26
12/11/2017,41838,55184610,0,81071,112073825,252869,456,,38
12/12/2017,42620,55227230,0,88499,112162324,252915,262,,42
12/13/2017,32623,55259853,0,60051,112222375,252942,155,,20
12/14/2017,27494,55287347,0,49648,112272023,252960,134,,10
12/15/2017,22944,55310291,0,41598,112313621,252980,130,,9
12/16/2017,19060,55329351,0,38766,112352387,252992,240,,24
12/17/2017,22403,55351754,0,49790,112402177,253011,343,,27
12/18/2017,40168,55391922,0,79914,112482091,253054,409,,34
12/19/2017,49503,55441425,0,97301,112579392,253087,541,,42
12/20/2017,41461,55482886,0,78833,112658225,253142,422,,40
12/21/2017,37592,55520478,0,70297,112728522,253180,386,,47
12/22/2017,34338,55554816,0,62387,112790909,253212,506,,23
12/23/2017,9608,55564424,0,24205,112815114,253228,112,,10
12/24/2017,13215,55577639,0,37985,112853099,253250,492,,39
12/25/2017,6479,55584118,0,26767,112879866,253293,439,,27
12/26/2017,14113,55598231,0,32919,112912785,253324,220,,29
12/27/2017,16365,55614596,0,31793,112944578,253346,234,,33
12/28/2017,13419,55628015,0,34438,112979016,253365,121,,17
12/29/2017,13759,55641774,0,29284,113008300,253395,177,,17
12/30/2017,5956,55647730,0,13910,113022210,253407,53,,10
12/31/2017,6569,55654299,0,18326,113040536,253443,94,,2
